Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Full time student,704,484,1188,Minekat,MMR016002
 Household work,1329,5101,6430,Minekat,MMR016002
" Pensioner, retired, elderly person",819,1116,1935,Minekat,MMR016002
" Ill, disabled",53,50,103,Minekat,MMR016002
 Other,1769,968,2737,Minekat,MMR016002
 Total,17707,16290,33997,Minekat,MMR016002
 Employee (Government),498,102,600,Mineyan,MMR016003
" Employee (Private, Org)",799,396,1195,Mineyan,MMR016003
 Employer,1945,159,2104,Mineyan,MMR016003
 Own account worker,7754,2487,10241,Mineyan,MMR016003
 Contributing family worker,6293,10303,16596,Mineyan,MMR016003
 Sought work,229,181,410,Mineyan,MMR016003
 Did not seek work,132,31,163,Mineyan,MMR016003
 Full time student,1432,1249,2681,Mineyan,MMR016003
 Household work,460,3529,3989,Mineyan,MMR016003
" Pensioner, retired, elderly person",946,1455,2401,Mineyan,MMR016003
" Ill, disabled",77,78,155,Mineyan,MMR016003
 Other,934,285,1219,Mineyan,MMR016003
 Total,21499,20255,41754,Mineyan,MMR016003
 Employee (Government),75,73,148,Minelar,MMR016005
" Employee (Private, Org)",6205,5376,11581,Minelar,MMR016005
 Employer,488,206,694,Minelar,MMR016005
 Own account worker,5568,1981,7549,Minelar,MMR016005
 Contributing family worker,3086,4745,7831,Minelar,MMR016005
 Sought work,439,284,723,Minelar,MMR016005
 Did not seek work,275,252,527,Minelar,MMR016005
 Full time student,880,870,1750,Minelar,MMR016005
 Household work,530,2924,3454,Minelar,MMR016005
" Pensioner, retired, elderly person",447,726,1173,Minelar,MMR016005
" Ill, disabled",36,33,69,Minelar,MMR016005
 Other,1264,295,1559,Minelar,MMR016005
 Total,19293,17765,37058,Minelar,MMR016005
 Employee (Government),49,27,76,Mine Pauk(ST),MMR016003
" Employee (Private, Org)",2136,867,3003,Mine Pauk(ST),MMR016003
 Employer,509,420,929,Mine Pauk(ST),MMR016003
 Own account worker,7965,5124,13089,Mine Pauk(ST),MMR016003
 Contributing family worker,5555,5537,11092,Mine Pauk(ST),MMR016003
 Sought work,415,363,778,Mine Pauk(ST),MMR016003
 Did not seek work,177,119,296,Mine Pauk(ST),MMR016003
 Full time student,2257,1882,4139,Mine Pauk(ST),MMR016003
 Household work,703,4175,4878,Mine Pauk(ST),MMR016003
" Pensioner, retired, elderly person",748,1117,1865,Mine Pauk(ST),MMR016003
" Ill, disabled",58,62,120,Mine Pauk(ST),MMR016003
 Other,1325,1185,2510,Mine Pauk(ST),MMR016003
 Total,21897,20878,42775,Mine Pauk(ST),MMR016003
 Employee (Government),2263,365,2628,Minesat,MMR016006
" Employee (Private, Org)",8621,4604,13225,Minesat,MMR016006
 Employer,347,122,469,Minesat,MMR016006
 Own account worker,10921,4834,15755,Minesat,MMR016006
 Contributing family worker,3091,4411,7502,Minesat,MMR016006
 Sought work,365,223,588,Minesat,MMR016006
 Did not seek work,357,175,532,Minesat,MMR016006
 Full time student,4179,3807,7986,Minesat,MMR016006
 Household work,995,7959,8954,Minesat,MMR016006
" Pensioner, retired, elderly person",741,1275,2016,Minesat,MMR016006
" Ill, disabled",172,154,326,Minesat,MMR016006
 Other,1708,1198,2906,Minesat,MMR016006
 Total,33760,29127,62887,Minesat,MMR016006
 Employee (Government),757,236,993,Minepyin,MMR016007
" Employee (Private, Org)",985,421,1406,Minepyin,MMR016007
 Employer,123,61,184,Minepyin,MMR016007
 Own account worker,9356,4162,13518,Minepyin,MMR016007
 Contributing family worker,5124,7036,12160,Minepyin,MMR016007
 Sought work,327,171,498,Minepyin,MMR016007
 Did not seek work,65,28,93,Minepyin,MMR016007
 Full time student,1028,1221,2249,Minepyin,MMR016007
 Household work,366,5028,5394,Minepyin,MMR016007
" Pensioner, retired, elderly person",717,919,1636,Minepyin,MMR016007
" Ill, disabled",78,107,185,Minepyin,MMR016007
 Other,1417,317,1734,Minepyin,MMR016007
 Total,20343,19707,40050,Minepyin,MMR016007
 Employee (Government),1130,143,1273,Minetung,MMR016008
" Employee (Private, Org)",1561,307,1868,Minetung,MMR016008
 Employer,51,32,83,Minetung,MMR016008
 Own account worker,3983,2184,6167,Minetung,MMR016008
 Contributing family worker,639,507,1146,Minetung,MMR016008
 Sought work,146,64,210,Minetung,MMR016008
 Did not seek work,30,15,45,Minetung,MMR016008
 Full time student,630,641,1271,Minetung,MMR016008
 Household work,398,2760,3158,Minetung,MMR016008
" Pensioner, retired, elderly person",240,307,547,Minetung,MMR016008
" Ill, disabled",53,42,95,Minetung,MMR016008
 Other,432,275,707,Minetung,MMR016008
 Total,9293,7277,16570,Minetung,MMR016008
 Employee (Government),456,49,505,Minekoke(ST),MMR016006
" Employee (Private, Org)",494,67,561,Minekoke(ST),MMR016006
 Employer,73,18,91,Minekoke(ST),MMR016006
 Own account worker,3187,1355,4542,Minekoke(ST),MMR016006
 Contributing family worker,1642,1293,2935,Minekoke(ST),MMR016006
 Sought work,23,21,44,Minekoke(ST),MMR016006
 Did not seek work,85,76,161,Minekoke(ST),MMR016006
 Full time student,318,299,617,Minekoke(ST),MMR016006
 Household work,149,2348,2497,Minekoke(ST),MMR016006
" Pensioner, retired, elderly person",106,173,279,Minekoke(ST),MMR016006
" Ill, disabled",13,11,24,Minekoke(ST),MMR016006
 Other,212,117,329,Minekoke(ST),MMR016006
 Total,6758,5827,12585,Minekoke(ST),MMR016006
 Employee (Government),324,59,383,Tontar(ST),MMR016007
" Employee (Private, Org)",231,74,305,Tontar(ST),MMR016007
 Employer,24,8,32,Tontar(ST),MMR016007
 Own account worker,2402,916,3318,Tontar(ST),MMR016007
 Contributing family worker,1463,1969,3432,Tontar(ST),MMR016007
 Sought work,80,54,134,Tontar(ST),MMR016007
 Did not seek work,41,24,65,Tontar(ST),MMR016007
 Full time student,364,362,726,Tontar(ST),MMR016007
 Household work,192,1258,1450,Tontar(ST),MMR016007
" Pensioner, retired, elderly person",129,249,378,Tontar(ST),MMR016007
" Ill, disabled",20,18,38,Tontar(ST),MMR016007
 Other,289,145,434,Tontar(ST),MMR016007
 Total,5559,5136,10695,Tontar(ST),MMR016007
 Employee (Government),462,72,534,Ponparkyin(ST),MMR016008
" Employee (Private, Org)",5155,2255,7410,Ponparkyin(ST),MMR016008
 Employer,202,73,275,Ponparkyin(ST),MMR016008
 Own account worker,6213,3929,10142,Ponparkyin(ST),MMR016008
 Contributing family worker,2822,2555,5377,Ponparkyin(ST),MMR016008
 Sought work,302,132,434,Ponparkyin(ST),MMR016008
 Did not seek work,208,135,343,Ponparkyin(ST),MMR016008
 Full time student,2208,1988,4196,Ponparkyin(ST),MMR016008
 Household work,236,3051,3287,Ponparkyin(ST),MMR016008
" Pensioner, retired, elderly person",400,628,1028,Ponparkyin(ST),MMR016008
" Ill, disabled",105,86,191,Ponparkyin(ST),MMR016008
 Other,258,163,421,Ponparkyin(ST),MMR016008
 Total,18571,15067,33638,Ponparkyin(ST),MMR016008
 Employee (Government),50,11,61,Monehta(ST),MMR016008
" Employee (Private, Org)",737,148,885,Monehta(ST),MMR016008
 Employer,6,5,11,Monehta(ST),MMR016008
 Own account worker,761,564,1325,Monehta(ST),MMR016008
 Contributing family worker,53,107,160,Monehta(ST),MMR016008
 Sought work,38,4,42,Monehta(ST),MMR016008
 Did not seek work,14,16,30,Monehta(ST),MMR016008
 Full time student,173,97,270,Monehta(ST),MMR016008
 Household work,25,184,209,Monehta(ST),MMR016008
" Pensioner, retired, elderly person",23,31,54,Monehta(ST),MMR016008
" Ill, disabled",5,4,9,Monehta(ST),MMR016008
 Other,24,20,44,Monehta(ST),MMR016008
 Total,1909,1191,3100,Monehta(ST),MMR016008
 Employee (Government),1872,901,2773,Tachileik,MMR016009
" Employee (Private, Org)",19356,9580,28936,Tachileik,MMR016009
 Employer,1334,892,2226,Tachileik,MMR016009
 Own account worker,18440,12262,30702,Tachileik,MMR016009
 Contributing family worker,4395,5642,10037,Tachileik,MMR016009
 Sought work,1567,1112,2679,Tachileik,MMR016009
 Did not seek work,698,405,1103,Tachileik,MMR016009
 Full time student,5974,6665,12639,Tachileik,MMR016009
 Household work,1495,17241,18736,Tachileik,MMR016009
" Pensioner, retired, elderly person",2219,3405,5624,Tachileik,MMR016009
" Ill, disabled",299,233,532,Tachileik,MMR016009
 Other,3738,1736,5474,Tachileik,MMR016009
 Total,61387,60074,121461,Tachileik,MMR016009
 Employee (Government),624,115,739,Talay(ST),MMR016009
" Employee (Private, Org)",962,316,1278,Talay(ST),MMR016009
 Employer,78,23,101,Talay(ST),MMR016009
 Own account worker,3384,2364,5748,Talay(ST),MMR016009
 Contributing family worker,958,967,1925,Talay(ST),MMR016009
 Sought work,65,47,112,Talay(ST),MMR016009
 Did not seek work,21,28,49,Talay(ST),MMR016009
 Full time student,806,892,1698,Talay(ST),MMR016009
 Household work,127,1462,1589,Talay(ST),MMR016009
" Pensioner, retired, elderly person",299,500,799,Talay(ST),MMR016009
" Ill, disabled",51,57,108,Talay(ST),MMR016009
 Other,319,136,455,Talay(ST),MMR016009
 Total,7694,6907,14601,Talay(ST),MMR016009
 Employee (Government),96,47,143,Kenglat(ST),MMR016009
" Employee (Private, Org)",414,94,508,Kenglat(ST),MMR016009
 Employer,29,12,41,Kenglat(ST),MMR016009
 Own account worker,1566,492,2058,Kenglat(ST),MMR016009
 Contributing family worker,1711,2004,3715,Kenglat(ST),MMR016009
 Sought work,18,12,30,Kenglat(ST),MMR016009
 Did not seek work,4,3,7,Kenglat(ST),MMR016009
 Full time student,341,400,741,Kenglat(ST),MMR016009
 Household work,88,669,757,Kenglat(ST),MMR016009
" Pensioner, retired, elderly person",165,272,437,Kenglat(ST),MMR016009
" Ill, disabled",22,13,35,Kenglat(ST),MMR016009
 Other,163,87,250,Kenglat(ST),MMR016009
 Total,4617,4105,8722,Kenglat(ST),MMR016009
 Employee (Government),1661,294,1955,Minephyat,MMR016010
" Employee (Private, Org)",1088,225,1313,Minephyat,MMR016010
 Employer,143,36,179,Minephyat,MMR016010
 Own account worker,5155,1783,6938,Minephyat,MMR016010
 Contributing family worker,1731,2860,4591,Minephyat,MMR016010
 Sought work,164,105,269,Minephyat,MMR016010
 Did not seek work,157,90,247,Minephyat,MMR016010
 Full time student,965,1205,2170,Minephyat,MMR016010
 Household work,299,3192,3491,Minephyat,MMR016010
" Pensioner, retired, elderly person",418,663,1081,Minephyat,MMR016010
" Ill, disabled",33,35,68,Minephyat,MMR016010
 Other,635,171,806,Minephyat,MMR016010
 Total,12449,10659,23108,Minephyat,MMR016010
 Employee (Government),923,264,1187,Mineyaung,MMR016011
" Employee (Private, Org)",551,80,631,Mineyaung,MMR016011
 Employer,198,141,339,Mineyaung,MMR016011
 Own account worker,5873,2437,8310,Mineyaung,MMR016011
 Contributing family worker,2454,3434,5888,Mineyaung,MMR016011
 Sought work,275,243,518,Mineyaung,MMR016011
 Did not seek work,65,37,102,Mineyaung,MMR016011
 Full time student,592,796,1388,Mineyaung,MMR016011
 Household work,138,2504,2642,Mineyaung,MMR016011
" Pensioner, retired, elderly person",538,830,1368,Mineyaung,MMR016011
" Ill, disabled",73,64,137,Mineyaung,MMR016011
 Other,631,119,750,Mineyaung,MMR016011
 Total,12311,10949,23260,Mineyaung,MMR016011
 Employee (Government),272,60,332,Mineyu(ST),MMR016011
" Employee (Private, Org)",1895,821,2716,Mineyu(ST),MMR016011
 Employer,262,147,409,Mineyu(ST),MMR016011
 Own account worker,10422,5394,15816,Mineyu(ST),MMR016011
 Contributing family worker,4798,6627,11425,Mineyu(ST),MMR016011
 Sought work,115,103,218,Mineyu(ST),MMR016011
 Did not seek work,111,80,191,Mineyu(ST),MMR016011
 Full time student,2175,1567,3742,Mineyu(ST),MMR016011
 Household work,393,3057,3450,Mineyu(ST),MMR016011
" Pensioner, retired, elderly person",802,1530,2332,Mineyu(ST),MMR016011
" Ill, disabled",141,111,252,Mineyu(ST),MMR016011
 Other,701,207,908,Mineyu(ST),MMR016011
 Total,22087,19704,41791,Mineyu(ST),MMR016011
 Employee (Government),1157,1265,2422,Kangyidaunt,MMR017002
" Employee (Private, Org)",20035,9972,30007,Kangyidaunt,MMR017002
 Employer,8083,1427,9510,Kangyidaunt,MMR017002
 Own account worker,15194,6007,21201,Kangyidaunt,MMR017002
 Contributing family worker,5316,6392,11708,Kangyidaunt,MMR017002
 Sought work,1514,1167,2681,Kangyidaunt,MMR017002
 Did not seek work,253,147,400,Kangyidaunt,MMR017002
 Full time student,9233,9118,18351,Kangyidaunt,MMR017002
 Household work,521,31079,31600,Kangyidaunt,MMR017002
" Pensioner, retired, elderly person",2154,3426,5580,Kangyidaunt,MMR017002
" Ill, disabled",792,746,1538,Kangyidaunt,MMR017002
 Other,5060,3156,8216,Kangyidaunt,MMR017002
 Total,69312,73902,143214,Kangyidaunt,MMR017002
 Employee (Government),890,1149,2039,Kyaungon,MMR017007
" Employee (Private, Org)",22234,12683,34917,Kyaungon,MMR017007
 Employer,6960,1738,8698,Kyaungon,MMR017007
 Own account worker,13647,6444,20091,Kyaungon,MMR017007
 Contributing family worker,4560,6969,11529,Kyaungon,MMR017007
 Sought work,1005,905,1910,Kyaungon,MMR017007
 Did not seek work,150,113,263,Kyaungon,MMR017007
 Full time student,8013,8400,16413,Kyaungon,MMR017007
 Household work,542,25725,26267,Kyaungon,MMR017007
" Pensioner, retired, elderly person",2338,3429,5767,Kyaungon,MMR017007
" Ill, disabled",693,720,1413,Kyaungon,MMR017007
 Other,2381,1281,3662,Kyaungon,MMR017007
 Total,63413,69556,132969,Kyaungon,MMR017007
 Employee (Government),1328,1846,3174,Kyonpyaw,MMR017005
" Employee (Private, Org)",28040,12570,40610,Kyonpyaw,MMR017005
 Employer,8141,1813,9954,Kyonpyaw,MMR017005
 Own account worker,20775,9194,29969,Kyonpyaw,MMR017005
 Contributing family worker,6767,8224,14991,Kyonpyaw,MMR017005
 Sought work,2173,1521,3694,Kyonpyaw,MMR017005
 Did not seek work,236,135,371,Kyonpyaw,MMR017005
 Full time student,12393,12861,25254,Kyonpyaw,MMR017005
 Household work,664,41268,41932,Kyonpyaw,MMR017005
" Pensioner, retired, elderly person",3834,5690,9524,Kyonpyaw,MMR017005
" Ill, disabled",1022,946,1968,Kyonpyaw,MMR017005
 Other,5856,3750,9606,Kyonpyaw,MMR017005
 Total,91229,99818,191047,Kyonpyaw,MMR017005
 Employee (Government),861,1060,1921,Ngaputaw,MMR017004
" Employee (Private, Org)",19296,4545,23841,Ngaputaw,MMR017004
 Employer,4556,772,5328,Ngaputaw,MMR017004
 Own account worker,17717,6566,24283,Ngaputaw,MMR017004
 Contributing family worker,5301,5134,10435,Ngaputaw,MMR017004
 Sought work,2099,1275,3374,Ngaputaw,MMR017004
 Did not seek work,349,278,627,Ngaputaw,MMR017004
 Full time student,9034,9405,18439,Ngaputaw,MMR017004
 Household work,758,31874,32632,Ngaputaw,MMR017004
" Pensioner, retired, elderly person",2438,3528,5966,Ngaputaw,MMR017004
" Ill, disabled",568,557,1125,Ngaputaw,MMR017004
 Other,2479,1217,3696,Ngaputaw,MMR017004
 Total,65456,66211,131667,Ngaputaw,MMR017004
 Employee (Government),8607,6093,14700,Pathein,MMR017001
" Employee (Private, Org)",33189,16480,49669,Pathein,MMR017001
 Employer,4814,1634,6448,Pathein,MMR017001
 Own account worker,27324,15381,42705,Pathein,MMR017001
 Contributing family worker,4822,4998,9820,Pathein,MMR017001
 Sought work,2925,2061,4986,Pathein,MMR017001
 Did not seek work,430,244,674,Pathein,MMR017001
 Full time student,15565,16183,31748,Pathein,MMR017001
 Household work,1303,50061,51364,Pathein,MMR017001
" Pensioner, retired, elderly person",6230,8125,14355,Pathein,MMR017001
" Ill, disabled",1084,993,2077,Pathein,MMR017001
 Other,8386,4917,13303,Pathein,MMR017001
 Total,114679,127170,241849,Pathein,MMR017001
 Employee (Government),888,1015,1903,Yekyi,MMR017006
" Employee (Private, Org)",11547,4575,16122,Yekyi,MMR017006
 Employer,5525,1068,6593,Yekyi,MMR017006
 Own account worker,8289,3220,11509,Yekyi,MMR017006
 Contributing family worker,2316,2794,5110,Yekyi,MMR017006
 Sought work,1091,707,1798,Yekyi,MMR017006
 Did not seek work,155,71,226,Yekyi,MMR017006
 Full time student,5584,5552,11136,Yekyi,MMR017006
 Household work,355,22483,22838,Yekyi,MMR017006
" Pensioner, retired, elderly person",1981,2981,4962,Yekyi,MMR017006
" Ill, disabled",406,390,796,Yekyi,MMR017006
 Other,2516,1459,3975,Yekyi,MMR017006
 Total,40653,46315,86968,Yekyi,MMR017006
 Employee (Government),1879,1883,3762,Thapaung,MMR017003
" Employee (Private, Org)",15042,6655,21697,Thapaung,MMR017003
 Employer,6105,1213,7318,Thapaung,MMR017003
 Own account worker,14656,5446,20102,Thapaung,MMR017003
 Contributing family worker,4951,6005,10956,Thapaung,MMR017003
 Sought work,1363,901,2264,Thapaung,MMR017003
 Did not seek work,227,147,374,Thapaung,MMR017003
 Full time student,8376,8832,17208,Thapaung,MMR017003
 Household work,762,26474,27236,Thapaung,MMR017003
" Pensioner, retired, elderly person",1877,2868,4745,Thapaung,MMR017003
" Ill, disabled",533,530,1063,Thapaung,MMR017003
 Other,4000,2174,6174,Thapaung,MMR017003
 Total,59771,63128,122899,Thapaung,MMR017003
 Employee (Government),304,188,492,Ngayokaung(ST),MMR017004
" Employee (Private, Org)",5058,1073,6131,Ngayokaung(ST),MMR017004
 Employer,1091,280,1371,Ngayokaung(ST),MMR017004
 Own account worker,5131,1409,6540,Ngayokaung(ST),MMR017004
 Contributing family worker,1112,1785,2897,Ngayokaung(ST),MMR017004
 Sought work,703,451,1154,Ngayokaung(ST),MMR017004
 Did not seek work,84,44,128,Ngayokaung(ST),MMR017004
 Full time student,1962,2037,3999,Ngayokaung(ST),MMR017004
 Household work,161,7796,7957,Ngayokaung(ST),MMR017004
" Pensioner, retired, elderly person",796,1114,1910,Ngayokaung(ST),MMR017004
" Ill, disabled",185,163,348,Ngayokaung(ST),MMR017004
 Other,477,250,727,Ngayokaung(ST),MMR017004
 Total,17064,16590,33654,Ngayokaung(ST),MMR017004
 Employee (Government),1412,891,2303,Hainggyikyun(ST),MMR017004
" Employee (Private, Org)",14831,2540,17371,Hainggyikyun(ST),MMR017004
 Employer,2220,423,2643,Hainggyikyun(ST),MMR017004
 Own account worker,14196,5238,19434,Hainggyikyun(ST),MMR017004
 Contributing family worker,2025,2562,4587,Hainggyikyun(ST),MMR017004
 Sought work,1703,1030,2733,Hainggyikyun(ST),MMR017004
 Did not seek work,223,268,491,Hainggyikyun(ST),MMR017004
 Full time student,5550,5996,11546,Hainggyikyun(ST),MMR017004
 Household work,482,22919,23401,Hainggyikyun(ST),MMR017004
" Pensioner, retired, elderly person",1953,2879,4832,Hainggyikyun(ST),MMR017004
" Ill, disabled",495,368,863,Hainggyikyun(ST),MMR017004
 Other,2231,1137,3368,Hainggyikyun(ST),MMR017004
 Total,47321,46251,93572,Hainggyikyun(ST),MMR017004
 Employee (Government),391,439,830,Shwethaungyan(ST),MMR017001
" Employee (Private, Org)",4545,2116,6661,Shwethaungyan(ST),MMR017001
 Employer,553,212,765,Shwethaungyan(ST),MMR017001
 Own account worker,6585,2128,8713,Shwethaungyan(ST),MMR017001
 Contributing family worker,909,1407,2316,Shwethaungyan(ST),MMR017001
 Sought work,655,308,963,Shwethaungyan(ST),MMR017001
 Did not seek work,78,36,114,Shwethaungyan(ST),MMR017001
 Full time student,2867,3026,5893,Shwethaungyan(ST),MMR017001
 Household work,229,8774,9003,Shwethaungyan(ST),MMR017001
" Pensioner, retired, elderly person",611,925,1536,Shwethaungyan(ST),MMR017001
" Ill, disabled",137,115,252,Shwethaungyan(ST),MMR017001
