Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Associate Scrutiny Card (blue),-,2,2,Kenglat(ST),MMR016009
 Naturalised Scrutiny Card (green),3,6,9,Kenglat(ST),MMR016009
 National Registration Card (3-fold),21,53,74,Kenglat(ST),MMR016009
 Religious card,1,9,10,Kenglat(ST),MMR016009
 Temporary Registration Card (white),1,19,20,Kenglat(ST),MMR016009
 Foreign Registration Card (FRC),1,1,2,Kenglat(ST),MMR016009
 None,185,633,818,Kenglat(ST),MMR016009
 Child under 10 years,456,1866,2322,Kenglat(ST),MMR016009
 Total,3245,7799,11044,Kenglat(ST),MMR016009
 Citizenship Scrutiny Card (pink),4528,15116,19644,Minephyat,MMR016010
 Associate Scrutiny Card (blue),-,2,2,Minephyat,MMR016010
 Naturalised Scrutiny Card (green),11,9,20,Minephyat,MMR016010
 National Registration Card (3-fold),12,33,45,Minephyat,MMR016010
 Religious card,30,53,83,Minephyat,MMR016010
 Temporary Registration Card (white),2,35,37,Minephyat,MMR016010
 Foreign Passport,-,4,4,Minephyat,MMR016010
 None,374,2899,3273,Minephyat,MMR016010
 Child under 10 years,1117,6331,7448,Minephyat,MMR016010
 Total,6074,24482,30556,Minephyat,MMR016010
 Citizenship Scrutiny Card (pink),3968,16542,20510,Mineyaung,MMR016011
 Associate Scrutiny Card (blue),-,7,7,Mineyaung,MMR016011
 Naturalised Scrutiny Card (green),2,7,9,Mineyaung,MMR016011
 National Registration Card (3-fold),6,135,141,Mineyaung,MMR016011
 Religious card,15,94,109,Mineyaung,MMR016011
 Temporary Registration Card (white),3,18,21,Mineyaung,MMR016011
 Foreign Registration Card (FRC),1,1,2,Mineyaung,MMR016011
 Foreign Passport,-,1,1,Mineyaung,MMR016011
 None,222,2238,2460,Mineyaung,MMR016011
 Child under 10 years,663,3636,4299,Mineyaung,MMR016011
 Total,4880,22679,27559,Mineyaung,MMR016011
 Citizenship Scrutiny Card (pink),809,13526,14335,Mineyu(ST),MMR016011
 Associate Scrutiny Card (blue),-,89,89,Mineyu(ST),MMR016011
 Naturalised Scrutiny Card (green),-,83,83,Mineyu(ST),MMR016011
 National Registration Card (3-fold),1,17,18,Mineyu(ST),MMR016011
 Religious card,7,16,23,Mineyu(ST),MMR016011
 Temporary Registration Card (white),-,974,974,Mineyu(ST),MMR016011
 Foreign Registration Card (FRC),-,438,438,Mineyu(ST),MMR016011
 Foreign Passport,-,220,220,Mineyu(ST),MMR016011
 None,23,25588,25611,Mineyu(ST),MMR016011
 Child under 10 years,132,10408,10540,Mineyu(ST),MMR016011
 Total,972,51359,52331,Mineyu(ST),MMR016011
 Citizenship Scrutiny Card (pink),7165,95290,102455,Kangyidaunt,MMR017002
 Associate Scrutiny Card (blue),31,62,93,Kangyidaunt,MMR017002
 Naturalised Scrutiny Card (green),24,84,108,Kangyidaunt,MMR017002
 National Registration Card (3-fold),12,286,298,Kangyidaunt,MMR017002
 Religious card,72,402,474,Kangyidaunt,MMR017002
 Temporary Registration Card (white),37,106,143,Kangyidaunt,MMR017002
 Foreign Registration Card (FRC),11,5,16,Kangyidaunt,MMR017002
 Foreign Passport,1,24,25,Kangyidaunt,MMR017002
 None,1826,37776,39602,Kangyidaunt,MMR017002
 Child under 10 years,1913,32863,34776,Kangyidaunt,MMR017002
 Total,11092,166898,177990,Kangyidaunt,MMR017002
 Citizenship Scrutiny Card (pink),9988,83040,93028,Kyaungon,MMR017007
 Associate Scrutiny Card (blue),2,23,25,Kyaungon,MMR017007
 Naturalised Scrutiny Card (green),9,144,153,Kyaungon,MMR017007
 National Registration Card (3-fold),112,463,575,Kyaungon,MMR017007
 Religious card,52,347,399,Kyaungon,MMR017007
 Temporary Registration Card (white),56,126,182,Kyaungon,MMR017007
 Foreign Registration Card (FRC),2,2,4,Kyaungon,MMR017007
 Foreign Passport,7,25,32,Kyaungon,MMR017007
 None,3388,35183,38571,Kyaungon,MMR017007
 Child under 10 years,2436,27630,30066,Kyaungon,MMR017007
 Total,16052,146983,163035,Kyaungon,MMR017007
 Citizenship Scrutiny Card (pink),15429,112093,127522,Kyonpyaw,MMR017005
 Associate Scrutiny Card (blue),20,50,70,Kyonpyaw,MMR017005
 Naturalised Scrutiny Card (green),26,167,193,Kyonpyaw,MMR017005
 National Registration Card (3-fold),53,682,735,Kyonpyaw,MMR017005
 Religious card,168,517,685,Kyonpyaw,MMR017005
 Temporary Registration Card (white),29,76,105,Kyonpyaw,MMR017005
 Foreign Registration Card (FRC),-,1,1,Kyonpyaw,MMR017005
 Foreign Passport,3,16,19,Kyonpyaw,MMR017005
 None,4551,57166,61717,Kyonpyaw,MMR017005
 Child under 10 years,3687,40993,44680,Kyonpyaw,MMR017005
 Total,23966,211761,235727,Kyonpyaw,MMR017005
 Citizenship Scrutiny Card (pink),7395,77402,84797,Ngaputaw,MMR017004
 Associate Scrutiny Card (blue),8,55,63,Ngaputaw,MMR017004
 Naturalised Scrutiny Card (green),6,182,188,Ngaputaw,MMR017004
 National Registration Card (3-fold),38,523,561,Ngaputaw,MMR017004
 Religious card,26,201,227,Ngaputaw,MMR017004
 Temporary Registration Card (white),5,96,101,Ngaputaw,MMR017004
 Foreign Registration Card (FRC),-,4,4,Ngaputaw,MMR017004
 Foreign Passport,-,17,17,Ngaputaw,MMR017004
 None,1553,44156,45709,Ngaputaw,MMR017004
 Child under 10 years,1651,35458,37109,Ngaputaw,MMR017004
 Total,10682,158094,168776,Ngaputaw,MMR017004
 Citizenship Scrutiny Card (pink),114461,75569,190030,Pathein,MMR017001
 Associate Scrutiny Card (blue),750,38,788,Pathein,MMR017001
 Naturalised Scrutiny Card (green),465,86,551,Pathein,MMR017001
 National Registration Card (3-fold),732,292,1024,Pathein,MMR017001
 Religious card,1208,322,1530,Pathein,MMR017001
 Temporary Registration Card (white),290,211,501,Pathein,MMR017001
 Foreign Registration Card (FRC),171,10,181,Pathein,MMR017001
 Foreign Passport,50,16,66,Pathein,MMR017001
 None,28262,18916,47178,Pathein,MMR017001
 Child under 10 years,23384,21838,45222,Pathein,MMR017001
 Total,169773,117298,287071,Pathein,MMR017001
 Citizenship Scrutiny Card (pink),7595,57943,65538,Yekyi,MMR017006
 Associate Scrutiny Card (blue),3,32,35,Yekyi,MMR017006
 Naturalised Scrutiny Card (green),7,71,78,Yekyi,MMR017006
 National Registration Card (3-fold),12,518,530,Yekyi,MMR017006
 Religious card,63,302,365,Yekyi,MMR017006
 Temporary Registration Card (white),13,57,70,Yekyi,MMR017006
 Foreign Registration Card (FRC),1,2,3,Yekyi,MMR017006
 Foreign Passport,-,18,18,Yekyi,MMR017006
 None,1458,18873,20331,Yekyi,MMR017006
 Child under 10 years,1475,16627,18102,Yekyi,MMR017006
 Total,10627,94443,105070,Yekyi,MMR017006
 Citizenship Scrutiny Card (pink),4830,76930,81760,Thapaung,MMR017003
 Associate Scrutiny Card (blue),22,31,53,Thapaung,MMR017003
 Naturalised Scrutiny Card (green),22,113,135,Thapaung,MMR017003
 National Registration Card (3-fold),20,829,849,Thapaung,MMR017003
 Religious card,67,311,378,Thapaung,MMR017003
 Temporary Registration Card (white),8,107,115,Thapaung,MMR017003
 Foreign Registration Card (FRC),4,4,8,Thapaung,MMR017003
 Foreign Passport,1,57,58,Thapaung,MMR017003
 None,1170,38373,39543,Thapaung,MMR017003
 Child under 10 years,1156,30345,31501,Thapaung,MMR017003
 Total,7300,147100,154400,Thapaung,MMR017003
 Citizenship Scrutiny Card (pink),2343,22065,24408,Ngayokaung(ST),MMR017004
 Associate Scrutiny Card (blue),-,6,6,Ngayokaung(ST),MMR017004
 Naturalised Scrutiny Card (green),1,53,54,Ngayokaung(ST),MMR017004
 National Registration Card (3-fold),4,258,262,Ngayokaung(ST),MMR017004
 Religious card,7,57,64,Ngayokaung(ST),MMR017004
 Temporary Registration Card (white),3,43,46,Ngayokaung(ST),MMR017004
 Foreign Registration Card (FRC),1,-,1,Ngayokaung(ST),MMR017004
 Foreign Passport,-,8,8,Ngayokaung(ST),MMR017004
 None,406,8399,8805,Ngayokaung(ST),MMR017004
 Child under 10 years,491,7049,7540,Ngayokaung(ST),MMR017004
 Total,3256,37938,41194,Ngayokaung(ST),MMR017004
 Citizenship Scrutiny Card (pink),9324,55728,65052,Hainggyikyun(ST),MMR017004
 Associate Scrutiny Card (blue),5,36,41,Hainggyikyun(ST),MMR017004
 Naturalised Scrutiny Card (green),14,66,80,Hainggyikyun(ST),MMR017004
 National Registration Card (3-fold),22,557,579,Hainggyikyun(ST),MMR017004
 Religious card,44,236,280,Hainggyikyun(ST),MMR017004
 Temporary Registration Card (white),11,86,97,Hainggyikyun(ST),MMR017004
 Foreign Registration Card (FRC),4,11,15,Hainggyikyun(ST),MMR017004
 Foreign Passport,4,12,16,Hainggyikyun(ST),MMR017004
 None,2925,24487,27412,Hainggyikyun(ST),MMR017004
 Child under 10 years,2441,18496,20937,Hainggyikyun(ST),MMR017004
 Total,14794,99715,114509,Hainggyikyun(ST),MMR017004
 Citizenship Scrutiny Card (pink),2148,28625,30773,Shwethaungyan(ST),MMR017001
 Associate Scrutiny Card (blue),-,17,17,Shwethaungyan(ST),MMR017001
 Naturalised Scrutiny Card (green),-,42,42,Shwethaungyan(ST),MMR017001
 National Registration Card (3-fold),4,92,96,Shwethaungyan(ST),MMR017001
 Religious card,12,80,92,Shwethaungyan(ST),MMR017001
 Temporary Registration Card (white),2,38,40,Shwethaungyan(ST),MMR017001
 Foreign Registration Card (FRC),-,2,2,Shwethaungyan(ST),MMR017001
 Foreign Passport,1,87,88,Shwethaungyan(ST),MMR017001
 None,414,9311,9725,Shwethaungyan(ST),MMR017001
 Child under 10 years,599,8064,8663,Shwethaungyan(ST),MMR017001
 Total,3180,46358,49538,Shwethaungyan(ST),MMR017001
 Citizenship Scrutiny Card (pink),9367,16741,26108,Ngwehsaung(ST),MMR017001
 Associate Scrutiny Card (blue),14,9,23,Ngwehsaung(ST),MMR017001
 Naturalised Scrutiny Card (green),34,25,59,Ngwehsaung(ST),MMR017001
 National Registration Card (3-fold),39,123,162,Ngwehsaung(ST),MMR017001
 Religious card,18,43,61,Ngwehsaung(ST),MMR017001
 Temporary Registration Card (white),16,13,29,Ngwehsaung(ST),MMR017001
 Foreign Registration Card (FRC),10,1,11,Ngwehsaung(ST),MMR017001
 Foreign Passport,230,-,230,Ngwehsaung(ST),MMR017001
 None,2618,6346,8964,Ngwehsaung(ST),MMR017001
 Child under 10 years,2143,6586,8729,Ngwehsaung(ST),MMR017001
 Total,14489,29887,44376,Ngwehsaung(ST),MMR017001
 Citizenship Scrutiny Card (pink),11718,39707,51425,Ngathaingchaung(ST),MMR017006
 Associate Scrutiny Card (blue),35,27,62,Ngathaingchaung(ST),MMR017006
 Naturalised Scrutiny Card (green),37,58,95,Ngathaingchaung(ST),MMR017006
 National Registration Card (3-fold),133,574,707,Ngathaingchaung(ST),MMR017006
 Religious card,125,193,318,Ngathaingchaung(ST),MMR017006
 Temporary Registration Card (white),17,216,233,Ngathaingchaung(ST),MMR017006
 Foreign Registration Card (FRC),4,-,4,Ngathaingchaung(ST),MMR017006
 Foreign Passport,1,10,11,Ngathaingchaung(ST),MMR017006
 None,3559,16632,20191,Ngathaingchaung(ST),MMR017006
 Child under 10 years,3114,12870,15984,Ngathaingchaung(ST),MMR017006
 Total,18743,70287,89030,Ngathaingchaung(ST),MMR017006
 Citizenship Scrutiny Card (pink),15925,100597,116522,Kyaiklatt,MMR017025
 Associate Scrutiny Card (blue),31,24,55,Kyaiklatt,MMR017025
 Naturalised Scrutiny Card (green),370,187,557,Kyaiklatt,MMR017025
 National Registration Card (3-fold),61,488,549,Kyaiklatt,MMR017025
 Religious card,200,404,604,Kyaiklatt,MMR017025
 Temporary Registration Card (white),69,114,183,Kyaiklatt,MMR017025
 Foreign Registration Card (FRC),41,3,44,Kyaiklatt,MMR017025
 Foreign Passport,3,36,39,Kyaiklatt,MMR017025
 None,3893,31749,35642,Kyaiklatt,MMR017025
 Child under 10 years,3886,35259,39145,Kyaiklatt,MMR017025
 Total,24479,168861,193340,Kyaiklatt,MMR017025
 Citizenship Scrutiny Card (pink),9740,102430,112170,Daydaye,MMR017026
 Associate Scrutiny Card (blue),91,38,129,Daydaye,MMR017026
 Naturalised Scrutiny Card (green),101,288,389,Daydaye,MMR017026
 National Registration Card (3-fold),45,557,602,Daydaye,MMR017026
 Religious card,147,629,776,Daydaye,MMR017026
 Temporary Registration Card (white),8,202,210,Daydaye,MMR017026
 Foreign Registration Card (FRC),13,6,19,Daydaye,MMR017026
 Foreign Passport,5,32,37,Daydaye,MMR017026
 None,2945,44949,47894,Daydaye,MMR017026
 Child under 10 years,2225,38475,40700,Daydaye,MMR017026
 Total,15320,187606,202926,Daydaye,MMR017026
 Citizenship Scrutiny Card (pink),30169,74767,104936,Phyapon,MMR017023
 Associate Scrutiny Card (blue),97,39,136,Phyapon,MMR017023
 Naturalised Scrutiny Card (green),325,108,433,Phyapon,MMR017023
 National Registration Card (3-fold),106,386,492,Phyapon,MMR017023
 Religious card,496,414,910,Phyapon,MMR017023
 Temporary Registration Card (white),55,95,150,Phyapon,MMR017023
 Foreign Registration Card (FRC),92,4,96,Phyapon,MMR017023
 Foreign Passport,15,27,42,Phyapon,MMR017023
 None,9952,33763,43715,Phyapon,MMR017023
 Child under 10 years,7821,28612,36433,Phyapon,MMR017023
 Total,49128,138215,187343,Phyapon,MMR017023
 Citizenship Scrutiny Card (pink),25282,120520,145802,Bogale,MMR017024
 Associate Scrutiny Card (blue),47,76,123,Bogale,MMR017024
 Naturalised Scrutiny Card (green),173,248,421,Bogale,MMR017024
 National Registration Card (3-fold),246,1444,1690,Bogale,MMR017024
 Religious card,252,785,1037,Bogale,MMR017024
 Temporary Registration Card (white),51,581,632,Bogale,MMR017024
 Foreign Registration Card (FRC),18,15,33,Bogale,MMR017024
 Foreign Passport,20,55,75,Bogale,MMR017024
 None,10228,91466,101694,Bogale,MMR017024
 Child under 10 years,6907,64251,71158,Bogale,MMR017024
 Total,43224,279441,322665,Bogale,MMR017024
 Citizenship Scrutiny Card (pink),1829,51095,52924,Ahmar(ST),MMR017023
 Associate Scrutiny Card (blue),4,34,38,Ahmar(ST),MMR017023
 Naturalised Scrutiny Card (green),2,62,64,Ahmar(ST),MMR017023
 National Registration Card (3-fold),2,277,279,Ahmar(ST),MMR017023
 Religious card,12,224,236,Ahmar(ST),MMR017023
 Temporary Registration Card (white),-,61,61,Ahmar(ST),MMR017023
 Foreign Passport,-,25,25,Ahmar(ST),MMR017023
 None,715,41313,42028,Ahmar(ST),MMR017023
 Child under 10 years,794,30330,31124,Ahmar(ST),MMR017023
 Total,3358,123421,126779,Ahmar(ST),MMR017023
 Citizenship Scrutiny Card (pink),15133,112490,127623,Nyaungdon,MMR017021
 Associate Scrutiny Card (blue),9,42,51,Nyaungdon,MMR017021
 Naturalised Scrutiny Card (green),66,131,197,Nyaungdon,MMR017021
 National Registration Card (3-fold),212,916,1128,Nyaungdon,MMR017021
 Religious card,359,525,884,Nyaungdon,MMR017021
 Temporary Registration Card (white),49,104,153,Nyaungdon,MMR017021
 Foreign Registration Card (FRC),40,-,40,Nyaungdon,MMR017021
 Foreign Passport,7,26,33,Nyaungdon,MMR017021
 None,4894,40259,45153,Nyaungdon,MMR017021
 Child under 10 years,3686,36958,40644,Nyaungdon,MMR017021
 Total,24455,191451,215906,Nyaungdon,MMR017021
 Citizenship Scrutiny Card (pink),14938,91907,106845,Danubyu,MMR017022
 Associate Scrutiny Card (blue),36,25,61,Danubyu,MMR017022
 Naturalised Scrutiny Card (green),62,129,191,Danubyu,MMR017022
 National Registration Card (3-fold),91,1536,1627,Danubyu,MMR017022
 Religious card,174,593,767,Danubyu,MMR017022
 Temporary Registration Card (white),4,68,72,Danubyu,MMR017022
 Foreign Registration Card (FRC),9,1,10,Danubyu,MMR017022
 Foreign Passport,6,9,15,Danubyu,MMR017022
 None,3258,34483,37741,Danubyu,MMR017022
 Child under 10 years,3184,28840,32024,Danubyu,MMR017022
 Total,21762,157591,179353,Danubyu,MMR017022
 Citizenship Scrutiny Card (pink),12161,120240,132401,Pantanaw,MMR017020
 Associate Scrutiny Card (blue),11,136,147,Pantanaw,MMR017020
 Naturalised Scrutiny Card (green),32,360,392,Pantanaw,MMR017020
 National Registration Card (3-fold),90,1248,1338,Pantanaw,MMR017020
 Religious card,182,577,759,Pantanaw,MMR017020
 Temporary Registration Card (white),18,240,258,Pantanaw,MMR017020
 Foreign Registration Card (FRC),24,4,28,Pantanaw,MMR017020
 Foreign Passport,-,45,45,Pantanaw,MMR017020
 None,4230,73778,78008,Pantanaw,MMR017020
 Child under 10 years,3072,48148,51220,Pantanaw,MMR017020
 Total,19820,244776,264596,Pantanaw,MMR017020
 Citizenship Scrutiny Card (pink),26688,138619,165307,Maubin,MMR017019
 Associate Scrutiny Card (blue),138,58,196,Maubin,MMR017019
 Naturalised Scrutiny Card (green),103,246,349,Maubin,MMR017019
 National Registration Card (3-fold),169,1152,1321,Maubin,MMR017019
 Religious card,511,779,1290,Maubin,MMR017019
 Temporary Registration Card (white),39,196,235,Maubin,MMR017019
 Foreign Registration Card (FRC),41,13,54,Maubin,MMR017019
 Foreign Passport,8,27,35,Maubin,MMR017019
 None,9217,74210,83427,Maubin,MMR017019
 Child under 10 years,6197,55682,61879,Maubin,MMR017019
 Total,43111,270982,314093,Maubin,MMR017019
 Citizenship Scrutiny Card (pink),36086,120586,156672,Myaungmya,MMR017014
 Associate Scrutiny Card (blue),116,73,189,Myaungmya,MMR017014
 Naturalised Scrutiny Card (green),154,213,367,Myaungmya,MMR017014
 National Registration Card (3-fold),308,721,1029,Myaungmya,MMR017014
 Religious card,433,590,1023,Myaungmya,MMR017014
 Temporary Registration Card (white),34,157,191,Myaungmya,MMR017014
 Foreign Registration Card (FRC),88,5,93,Myaungmya,MMR017014
 Foreign Passport,13,36,49,Myaungmya,MMR017014
 None,12575,67914,80489,Myaungmya,MMR017014
 Child under 10 years,8891,49644,58535,Myaungmya,MMR017014
 Total,58698,239939,298637,Myaungmya,MMR017014
 Citizenship Scrutiny Card (pink),14123,137286,151409,Wakema,MMR017017
 Associate Scrutiny Card (blue),25,80,105,Wakema,MMR017017
 Naturalised Scrutiny Card (green),35,379,414,Wakema,MMR017017
 National Registration Card (3-fold),238,3453,3691,Wakema,MMR017017
 Religious card,196,710,906,Wakema,MMR017017
 Temporary Registration Card (white),15,174,189,Wakema,MMR017017
 Foreign Registration Card (FRC),3,10,13,Wakema,MMR017017
 Foreign Passport,-,54,54,Wakema,MMR017017
 None,4170,70936,75106,Wakema,MMR017017
 Child under 10 years,3376,53843,57219,Wakema,MMR017017
 Total,22181,266925,289106,Wakema,MMR017017
 Citizenship Scrutiny Card (pink),9318,99196,108514,Einme,MMR017015
 Associate Scrutiny Card (blue),20,33,53,Einme,MMR017015
 Naturalised Scrutiny Card (green),15,144,159,Einme,MMR017015
 National Registration Card (3-fold),30,393,423,Einme,MMR017015
 Religious card,57,398,455,Einme,MMR017015
 Temporary Registration Card (white),8,110,118,Einme,MMR017015
 Foreign Registration Card (FRC),5,8,13,Einme,MMR017015
 Foreign Passport,1,35,36,Einme,MMR017015
 None,2062,43677,45739,Einme,MMR017015
 Child under 10 years,2038,36553,38591,Einme,MMR017015
 Total,13554,180547,194101,Einme,MMR017015
 Citizenship Scrutiny Card (pink),21052,146378,167430,Mawlamyinegyun,MMR017018
 Associate Scrutiny Card (blue),33,55,88,Mawlamyinegyun,MMR017018
 Naturalised Scrutiny Card (green),67,179,246,Mawlamyinegyun,MMR017018
 National Registration Card (3-fold),54,352,406,Mawlamyinegyun,MMR017018
 Religious card,365,691,1056,Mawlamyinegyun,MMR017018
 Temporary Registration Card (white),54,274,328,Mawlamyinegyun,MMR017018
 Foreign Registration Card (FRC),8,3,11,Mawlamyinegyun,MMR017018
 Foreign Passport,13,41,54,Mawlamyinegyun,MMR017018
 None,6079,71470,77549,Mawlamyinegyun,MMR017018
 Child under 10 years,5190,58982,64172,Mawlamyinegyun,MMR017018
 Total,32915,278425,311340,Mawlamyinegyun,MMR017018
 Citizenship Scrutiny Card (pink),18775,85767,104542,Labutta,MMR017016
 Associate Scrutiny Card (blue),59,46,105,Labutta,MMR017016
 Naturalised Scrutiny Card (green),37,120,157,Labutta,MMR017016
 National Registration Card (3-fold),156,748,904,Labutta,MMR017016
 Religious card,197,400,597,Labutta,MMR017016
 Temporary Registration Card (white),18,129,147,Labutta,MMR017016
 Foreign Registration Card (FRC),10,-,10,Labutta,MMR017016
 Foreign Passport,4,31,35,Labutta,MMR017016
 None,7012,67236,74248,Labutta,MMR017016
 Child under 10 years,4906,44278,49184,Labutta,MMR017016
 Total,31174,198755,229929,Labutta,MMR017016
 Citizenship Scrutiny Card (pink),1150,36772,37922,Pyinsalu(ST),MMR017016
