Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Temporary Registration Card (white),60,55,115,Thapaung,MMR017003
 Foreign Registration Card (FRC),2,6,8,Thapaung,MMR017003
 Foreign Passport,42,16,58,Thapaung,MMR017003
 None,17453,22090,39543,Thapaung,MMR017003
 Child under 10 years,15892,15609,31501,Thapaung,MMR017003
 Total,75663,78737,154400,Thapaung,MMR017003
 Citizenship Scrutiny Card (pink),12462,11946,24408,Ngayokaung(ST),MMR017004
 Associate Scrutiny Card (blue),3,3,6,Ngayokaung(ST),MMR017004
 Naturalised Scrutiny Card (green),45,9,54,Ngayokaung(ST),MMR017004
 National Registration Card (3-fold),120,142,262,Ngayokaung(ST),MMR017004
 Religious card,62,2,64,Ngayokaung(ST),MMR017004
 Temporary Registration Card (white),28,18,46,Ngayokaung(ST),MMR017004
 Foreign Registration Card (FRC),-,1,1,Ngayokaung(ST),MMR017004
 Foreign Passport,4,4,8,Ngayokaung(ST),MMR017004
 None,4340,4465,8805,Ngayokaung(ST),MMR017004
 Child under 10 years,3851,3689,7540,Ngayokaung(ST),MMR017004
 Total,20915,20279,41194,Ngayokaung(ST),MMR017004
 Citizenship Scrutiny Card (pink),33755,31297,65052,Hainggyikyun(ST),MMR017004
 Associate Scrutiny Card (blue),22,19,41,Hainggyikyun(ST),MMR017004
 Naturalised Scrutiny Card (green),50,30,80,Hainggyikyun(ST),MMR017004
 National Registration Card (3-fold),264,315,579,Hainggyikyun(ST),MMR017004
 Religious card,269,11,280,Hainggyikyun(ST),MMR017004
 Temporary Registration Card (white),51,46,97,Hainggyikyun(ST),MMR017004
 Foreign Registration Card (FRC),7,8,15,Hainggyikyun(ST),MMR017004
 Foreign Passport,9,7,16,Hainggyikyun(ST),MMR017004
 None,12894,14518,27412,Hainggyikyun(ST),MMR017004
 Child under 10 years,10594,10343,20937,Hainggyikyun(ST),MMR017004
 Total,57915,56594,114509,Hainggyikyun(ST),MMR017004
 Citizenship Scrutiny Card (pink),15203,15570,30773,Shwethaungyan(ST),MMR017001
 Associate Scrutiny Card (blue),6,11,17,Shwethaungyan(ST),MMR017001
 Naturalised Scrutiny Card (green),29,13,42,Shwethaungyan(ST),MMR017001
 National Registration Card (3-fold),43,53,96,Shwethaungyan(ST),MMR017001
 Religious card,83,9,92,Shwethaungyan(ST),MMR017001
 Temporary Registration Card (white),24,16,40,Shwethaungyan(ST),MMR017001
 Foreign Registration Card (FRC),1,1,2,Shwethaungyan(ST),MMR017001
 Foreign Passport,47,41,88,Shwethaungyan(ST),MMR017001
 None,4694,5031,9725,Shwethaungyan(ST),MMR017001
 Child under 10 years,4360,4303,8663,Shwethaungyan(ST),MMR017001
 Total,24490,25048,49538,Shwethaungyan(ST),MMR017001
 Citizenship Scrutiny Card (pink),13530,12578,26108,Ngwehsaung(ST),MMR017001
 Associate Scrutiny Card (blue),12,11,23,Ngwehsaung(ST),MMR017001
 Naturalised Scrutiny Card (green),40,19,59,Ngwehsaung(ST),MMR017001
 National Registration Card (3-fold),77,85,162,Ngwehsaung(ST),MMR017001
 Religious card,58,3,61,Ngwehsaung(ST),MMR017001
 Temporary Registration Card (white),21,8,29,Ngwehsaung(ST),MMR017001
 Foreign Registration Card (FRC),3,8,11,Ngwehsaung(ST),MMR017001
 Foreign Passport,116,114,230,Ngwehsaung(ST),MMR017001
 None,4424,4540,8964,Ngwehsaung(ST),MMR017001
 Child under 10 years,4370,4359,8729,Ngwehsaung(ST),MMR017001
 Total,22651,21725,44376,Ngwehsaung(ST),MMR017001
 Citizenship Scrutiny Card (pink),24725,26700,51425,Ngathaingchaung(ST),MMR017006
 Associate Scrutiny Card (blue),24,38,62,Ngathaingchaung(ST),MMR017006
 Naturalised Scrutiny Card (green),58,37,95,Ngathaingchaung(ST),MMR017006
 National Registration Card (3-fold),266,441,707,Ngathaingchaung(ST),MMR017006
 Religious card,266,52,318,Ngathaingchaung(ST),MMR017006
 Temporary Registration Card (white),95,138,233,Ngathaingchaung(ST),MMR017006
 Foreign Registration Card (FRC),2,2,4,Ngathaingchaung(ST),MMR017006
 Foreign Passport,4,7,11,Ngathaingchaung(ST),MMR017006
 None,9077,11114,20191,Ngathaingchaung(ST),MMR017006
 Child under 10 years,8063,7921,15984,Ngathaingchaung(ST),MMR017006
 Total,42580,46450,89030,Ngathaingchaung(ST),MMR017006
 Citizenship Scrutiny Card (pink),57194,59328,116522,Kyaiklatt,MMR017025
 Associate Scrutiny Card (blue),25,30,55,Kyaiklatt,MMR017025
 Naturalised Scrutiny Card (green),295,262,557,Kyaiklatt,MMR017025
 National Registration Card (3-fold),196,353,549,Kyaiklatt,MMR017025
 Religious card,574,30,604,Kyaiklatt,MMR017025
 Temporary Registration Card (white),100,83,183,Kyaiklatt,MMR017025
 Foreign Registration Card (FRC),11,33,44,Kyaiklatt,MMR017025
 Foreign Passport,19,20,39,Kyaiklatt,MMR017025
 None,16581,19061,35642,Kyaiklatt,MMR017025
 Child under 10 years,19842,19303,39145,Kyaiklatt,MMR017025
 Total,94837,98503,193340,Kyaiklatt,MMR017025
 Citizenship Scrutiny Card (pink),55548,56622,112170,Daydaye,MMR017026
 Associate Scrutiny Card (blue),62,67,129,Daydaye,MMR017026
 Naturalised Scrutiny Card (green),204,185,389,Daydaye,MMR017026
 National Registration Card (3-fold),226,376,602,Daydaye,MMR017026
 Religious card,728,48,776,Daydaye,MMR017026
 Temporary Registration Card (white),117,93,210,Daydaye,MMR017026
 Foreign Registration Card (FRC),14,5,19,Daydaye,MMR017026
 Foreign Passport,16,21,37,Daydaye,MMR017026
 None,22225,25669,47894,Daydaye,MMR017026
 Child under 10 years,20474,20226,40700,Daydaye,MMR017026
 Total,99614,103312,202926,Daydaye,MMR017026
 Citizenship Scrutiny Card (pink),51657,53279,104936,Phyapon,MMR017023
 Associate Scrutiny Card (blue),76,60,136,Phyapon,MMR017023
 Naturalised Scrutiny Card (green),212,221,433,Phyapon,MMR017023
 National Registration Card (3-fold),220,272,492,Phyapon,MMR017023
 Religious card,854,56,910,Phyapon,MMR017023
 Temporary Registration Card (white),83,67,150,Phyapon,MMR017023
 Foreign Registration Card (FRC),43,53,96,Phyapon,MMR017023
 Foreign Passport,21,21,42,Phyapon,MMR017023
 None,20339,23376,43715,Phyapon,MMR017023
 Child under 10 years,18407,18026,36433,Phyapon,MMR017023
 Total,91912,95431,187343,Phyapon,MMR017023
 Citizenship Scrutiny Card (pink),76934,68868,145802,Bogale,MMR017024
 Associate Scrutiny Card (blue),56,67,123,Bogale,MMR017024
 Naturalised Scrutiny Card (green),235,186,421,Bogale,MMR017024
 National Registration Card (3-fold),681,1009,1690,Bogale,MMR017024
 Religious card,991,46,1037,Bogale,MMR017024
 Temporary Registration Card (white),315,317,632,Bogale,MMR017024
 Foreign Registration Card (FRC),12,21,33,Bogale,MMR017024
 Foreign Passport,33,42,75,Bogale,MMR017024
 None,44162,57532,101694,Bogale,MMR017024
 Child under 10 years,35877,35281,71158,Bogale,MMR017024
 Total,159296,163369,322665,Bogale,MMR017024
 Citizenship Scrutiny Card (pink),28076,24848,52924,Ahmar(ST),MMR017023
 Associate Scrutiny Card (blue),16,22,38,Ahmar(ST),MMR017023
 Naturalised Scrutiny Card (green),38,26,64,Ahmar(ST),MMR017023
 National Registration Card (3-fold),114,165,279,Ahmar(ST),MMR017023
 Religious card,230,6,236,Ahmar(ST),MMR017023
 Temporary Registration Card (white),31,30,61,Ahmar(ST),MMR017023
 Foreign Passport,7,18,25,Ahmar(ST),MMR017023
 None,19597,22431,42028,Ahmar(ST),MMR017023
 Child under 10 years,15585,15539,31124,Ahmar(ST),MMR017023
 Total,63694,63085,126779,Ahmar(ST),MMR017023
 Citizenship Scrutiny Card (pink),62856,64767,127623,Nyaungdon,MMR017021
 Associate Scrutiny Card (blue),21,30,51,Nyaungdon,MMR017021
 Naturalised Scrutiny Card (green),120,77,197,Nyaungdon,MMR017021
 National Registration Card (3-fold),460,668,1128,Nyaungdon,MMR017021
 Religious card,799,85,884,Nyaungdon,MMR017021
 Temporary Registration Card (white),87,66,153,Nyaungdon,MMR017021
 Foreign Registration Card (FRC),23,17,40,Nyaungdon,MMR017021
 Foreign Passport,17,16,33,Nyaungdon,MMR017021
 None,20892,24261,45153,Nyaungdon,MMR017021
 Child under 10 years,20438,20206,40644,Nyaungdon,MMR017021
 Total,105713,110193,215906,Nyaungdon,MMR017021
 Citizenship Scrutiny Card (pink),51521,55324,106845,Danubyu,MMR017022
 Associate Scrutiny Card (blue),32,29,61,Danubyu,MMR017022
 Naturalised Scrutiny Card (green),100,91,191,Danubyu,MMR017022
 National Registration Card (3-fold),582,1045,1627,Danubyu,MMR017022
 Religious card,700,67,767,Danubyu,MMR017022
 Temporary Registration Card (white),39,33,72,Danubyu,MMR017022
 Foreign Registration Card (FRC),4,6,10,Danubyu,MMR017022
 Foreign Passport,6,9,15,Danubyu,MMR017022
 None,16558,21183,37741,Danubyu,MMR017022
 Child under 10 years,16233,15791,32024,Danubyu,MMR017022
 Total,85775,93578,179353,Danubyu,MMR017022
 Citizenship Scrutiny Card (pink),67589,64812,132401,Pantanaw,MMR017020
 Associate Scrutiny Card (blue),76,71,147,Pantanaw,MMR017020
 Naturalised Scrutiny Card (green),229,163,392,Pantanaw,MMR017020
 National Registration Card (3-fold),576,762,1338,Pantanaw,MMR017020
 Religious card,699,60,759,Pantanaw,MMR017020
 Temporary Registration Card (white),141,117,258,Pantanaw,MMR017020
 Foreign Registration Card (FRC),10,18,28,Pantanaw,MMR017020
 Foreign Passport,16,29,45,Pantanaw,MMR017020
 None,33154,44854,78008,Pantanaw,MMR017020
 Child under 10 years,25632,25588,51220,Pantanaw,MMR017020
 Total,128122,136474,264596,Pantanaw,MMR017020
 Citizenship Scrutiny Card (pink),82796,82511,165307,Maubin,MMR017019
 Associate Scrutiny Card (blue),91,105,196,Maubin,MMR017019
 Naturalised Scrutiny Card (green),201,148,349,Maubin,MMR017019
 National Registration Card (3-fold),530,791,1321,Maubin,MMR017019
 Religious card,1077,213,1290,Maubin,MMR017019
 Temporary Registration Card (white),121,114,235,Maubin,MMR017019
 Foreign Registration Card (FRC),15,39,54,Maubin,MMR017019
 Foreign Passport,15,20,35,Maubin,MMR017019
 None,36819,46608,83427,Maubin,MMR017019
 Child under 10 years,31275,30604,61879,Maubin,MMR017019
 Total,152940,161153,314093,Maubin,MMR017019
 Citizenship Scrutiny Card (pink),77707,78965,156672,Myaungmya,MMR017014
 Associate Scrutiny Card (blue),94,95,189,Myaungmya,MMR017014
 Naturalised Scrutiny Card (green),232,135,367,Myaungmya,MMR017014
 National Registration Card (3-fold),406,623,1029,Myaungmya,MMR017014
 Religious card,864,159,1023,Myaungmya,MMR017014
 Temporary Registration Card (white),102,89,191,Myaungmya,MMR017014
 Foreign Registration Card (FRC),42,51,93,Myaungmya,MMR017014
 Foreign Passport,25,24,49,Myaungmya,MMR017014
 None,36963,43526,80489,Myaungmya,MMR017014
 Child under 10 years,29537,28998,58535,Myaungmya,MMR017014
 Total,145972,152665,298637,Myaungmya,MMR017014
 Citizenship Scrutiny Card (pink),75793,75616,151409,Wakema,MMR017017
 Associate Scrutiny Card (blue),43,62,105,Wakema,MMR017017
 Naturalised Scrutiny Card (green),292,122,414,Wakema,MMR017017
 National Registration Card (3-fold),1669,2022,3691,Wakema,MMR017017
 Religious card,826,80,906,Wakema,MMR017017
 Temporary Registration Card (white),96,93,189,Wakema,MMR017017
 Foreign Registration Card (FRC),7,6,13,Wakema,MMR017017
 Foreign Passport,25,29,54,Wakema,MMR017017
 None,33231,41875,75106,Wakema,MMR017017
 Child under 10 years,28716,28503,57219,Wakema,MMR017017
 Total,140698,148408,289106,Wakema,MMR017017
 Citizenship Scrutiny Card (pink),53421,55093,108514,Einme,MMR017015
 Associate Scrutiny Card (blue),25,28,53,Einme,MMR017015
 Naturalised Scrutiny Card (green),93,66,159,Einme,MMR017015
 National Registration Card (3-fold),175,248,423,Einme,MMR017015
 Religious card,430,25,455,Einme,MMR017015
 Temporary Registration Card (white),64,54,118,Einme,MMR017015
 Foreign Registration Card (FRC),6,7,13,Einme,MMR017015
 Foreign Passport,17,19,36,Einme,MMR017015
 None,20837,24902,45739,Einme,MMR017015
 Child under 10 years,19561,19030,38591,Einme,MMR017015
 Total,94629,99472,194101,Einme,MMR017015
 Citizenship Scrutiny Card (pink),84250,83180,167430,Mawlamyinegyun,MMR017018
 Associate Scrutiny Card (blue),48,40,88,Mawlamyinegyun,MMR017018
 Naturalised Scrutiny Card (green),146,100,246,Mawlamyinegyun,MMR017018
 National Registration Card (3-fold),177,229,406,Mawlamyinegyun,MMR017018
 Religious card,976,80,1056,Mawlamyinegyun,MMR017018
 Temporary Registration Card (white),178,150,328,Mawlamyinegyun,MMR017018
 Foreign Registration Card (FRC),7,4,11,Mawlamyinegyun,MMR017018
 Foreign Passport,25,29,54,Mawlamyinegyun,MMR017018
 None,35086,42463,77549,Mawlamyinegyun,MMR017018
 Child under 10 years,32234,31938,64172,Mawlamyinegyun,MMR017018
 Total,153127,158213,311340,Mawlamyinegyun,MMR017018
 Citizenship Scrutiny Card (pink),55752,48790,104542,Labutta,MMR017016
 Associate Scrutiny Card (blue),58,47,105,Labutta,MMR017016
 Naturalised Scrutiny Card (green),105,52,157,Labutta,MMR017016
 National Registration Card (3-fold),406,498,904,Labutta,MMR017016
 Religious card,554,43,597,Labutta,MMR017016
 Temporary Registration Card (white),91,56,147,Labutta,MMR017016
 Foreign Registration Card (FRC),5,5,10,Labutta,MMR017016
 Foreign Passport,17,18,35,Labutta,MMR017016
 None,32869,41379,74248,Labutta,MMR017016
 Child under 10 years,24889,24295,49184,Labutta,MMR017016
 Total,114746,115183,229929,Labutta,MMR017016
 Citizenship Scrutiny Card (pink),21429,16493,37922,Pyinsalu(ST),MMR017016
 Associate Scrutiny Card (blue),7,9,16,Pyinsalu(ST),MMR017016
 Naturalised Scrutiny Card (green),41,20,61,Pyinsalu(ST),MMR017016
 National Registration Card (3-fold),129,92,221,Pyinsalu(ST),MMR017016
 Religious card,136,7,143,Pyinsalu(ST),MMR017016
 Temporary Registration Card (white),28,23,51,Pyinsalu(ST),MMR017016
 Foreign Passport,4,1,5,Pyinsalu(ST),MMR017016
 None,11298,13467,24765,Pyinsalu(ST),MMR017016
 Child under 10 years,11094,11011,22105,Pyinsalu(ST),MMR017016
 Total,44166,41123,85289,Pyinsalu(ST),MMR017016
 Citizenship Scrutiny Card (pink),30712,35014,65726,Kyangin,MMR017012
 Associate Scrutiny Card (blue),10,12,22,Kyangin,MMR017012
 Naturalised Scrutiny Card (green),35,23,58,Kyangin,MMR017012
 National Registration Card (3-fold),166,226,392,Kyangin,MMR017012
 Religious card,330,46,376,Kyangin,MMR017012
 Temporary Registration Card (white),60,65,125,Kyangin,MMR017012
 Foreign Registration Card (FRC),3,1,4,Kyangin,MMR017012
 Foreign Passport,2,2,4,Kyangin,MMR017012
 None,7345,8395,15740,Kyangin,MMR017012
 Child under 10 years,6960,6676,13636,Kyangin,MMR017012
 Total,45623,50460,96083,Kyangin,MMR017012
 Citizenship Scrutiny Card (pink),45886,49287,95173,Zalun,MMR017009
 Associate Scrutiny Card (blue),27,18,45,Zalun,MMR017009
 Naturalised Scrutiny Card (green),109,56,165,Zalun,MMR017009
 National Registration Card (3-fold),663,1226,1889,Zalun,MMR017009
 Religious card,441,31,472,Zalun,MMR017009
 Temporary Registration Card (white),44,31,75,Zalun,MMR017009
 Foreign Registration Card (FRC),1,1,2,Zalun,MMR017009
 Foreign Passport,8,13,21,Zalun,MMR017009
 None,16862,22643,39505,Zalun,MMR017009
 Child under 10 years,15612,15244,30856,Zalun,MMR017009
 Total,79653,88550,168203,Zalun,MMR017009
 Citizenship Scrutiny Card (pink),62243,71539,133782,Myanaung,MMR017011
 Associate Scrutiny Card (blue),27,45,72,Myanaung,MMR017011
 Naturalised Scrutiny Card (green),74,50,124,Myanaung,MMR017011
 National Registration Card (3-fold),290,472,762,Myanaung,MMR017011
 Religious card,652,138,790,Myanaung,MMR017011
 Temporary Registration Card (white),127,131,258,Myanaung,MMR017011
 Foreign Registration Card (FRC),1,3,4,Myanaung,MMR017011
 Foreign Passport,7,12,19,Myanaung,MMR017011
 None,21004,26195,47199,Myanaung,MMR017011
 Child under 10 years,17878,17693,35571,Myanaung,MMR017011
 Total,102303,116278,218581,Myanaung,MMR017011
 Citizenship Scrutiny Card (pink),27953,29319,57272,Laymyethna,MMR017010
 Associate Scrutiny Card (blue),9,13,22,Laymyethna,MMR017010
 Naturalised Scrutiny Card (green),46,20,66,Laymyethna,MMR017010
 National Registration Card (3-fold),144,202,346,Laymyethna,MMR017010
 Religious card,294,37,331,Laymyethna,MMR017010
 Temporary Registration Card (white),40,31,71,Laymyethna,MMR017010
 Foreign Passport,7,12,19,Laymyethna,MMR017010
 None,11698,14439,26137,Laymyethna,MMR017010
 Child under 10 years,9470,9290,18760,Laymyethna,MMR017010
 Total,49661,53363,103024,Laymyethna,MMR017010
 Citizenship Scrutiny Card (pink),93999,106587,200586,Hinthada,MMR017008
 Associate Scrutiny Card (blue),155,156,311,Hinthada,MMR017008
 Naturalised Scrutiny Card (green),363,216,579,Hinthada,MMR017008
 National Registration Card (3-fold),850,1302,2152,Hinthada,MMR017008
 Religious card,1537,229,1766,Hinthada,MMR017008
 Temporary Registration Card (white),215,157,372,Hinthada,MMR017008
 Foreign Registration Card (FRC),28,28,56,Hinthada,MMR017008
 Foreign Passport,16,31,47,Hinthada,MMR017008
 None,33902,41579,75481,Hinthada,MMR017008
 Child under 10 years,28629,28456,57085,Hinthada,MMR017008
 Total,159694,178741,338435,Hinthada,MMR017008
 Citizenship Scrutiny Card (pink),53804,58153,111957,Ingapu,MMR017013
 Associate Scrutiny Card (blue),20,46,66,Ingapu,MMR017013
 Naturalised Scrutiny Card (green),115,40,155,Ingapu,MMR017013
 National Registration Card (3-fold),419,657,1076,Ingapu,MMR017013
 Religious card,709,74,783,Ingapu,MMR017013
 Temporary Registration Card (white),93,85,178,Ingapu,MMR017013
 Foreign Registration Card (FRC),1,-,1,Ingapu,MMR017013
 Foreign Passport,9,7,16,Ingapu,MMR017013
 None,28651,34706,63357,Ingapu,MMR017013
 Child under 10 years,18556,18239,36795,Ingapu,MMR017013
 Total,102377,112007,214384,Ingapu,MMR017013
 Citizenship Scrutiny Card (pink),64706,73493,138199,Tatkon,MMR018003
 Associate Scrutiny Card (blue),26,29,55,Tatkon,MMR018003
 Naturalised Scrutiny Card (green),155,62,217,Tatkon,MMR018003
 National Registration Card (3-fold),711,901,1612,Tatkon,MMR018003
 Religious card,764,49,813,Tatkon,MMR018003
 Temporary Registration Card (white),146,129,275,Tatkon,MMR018003
 Foreign Registration Card (FRC),2,1,3,Tatkon,MMR018003
 Foreign Passport,13,11,24,Tatkon,MMR018003
 None,17377,19335,36712,Tatkon,MMR018003
 Child under 10 years,19815,19368,39183,Tatkon,MMR018003
 Total,103715,113378,217093,Tatkon,MMR018003
 Citizenship Scrutiny Card (pink),35346,35350,70696,Zeyarthiri,MMR018001
 Associate Scrutiny Card (blue),13,16,29,Zeyarthiri,MMR018001
 Naturalised Scrutiny Card (green),120,45,165,Zeyarthiri,MMR018001
 National Registration Card (3-fold),356,441,797,Zeyarthiri,MMR018001
 Religious card,344,27,371,Zeyarthiri,MMR018001
 Temporary Registration Card (white),200,213,413,Zeyarthiri,MMR018001
 Foreign Registration Card (FRC),5,1,6,Zeyarthiri,MMR018001
 Foreign Passport,13,9,22,Zeyarthiri,MMR018001
 None,8226,8885,17111,Zeyarthiri,MMR018001
 Child under 10 years,11019,10664,21683,Zeyarthiri,MMR018001
 Total,55642,55651,111293,Zeyarthiri,MMR018001
 Citizenship Scrutiny Card (pink),25080,23400,48480,Ottarathiri,MMR018008
 Associate Scrutiny Card (blue),8,10,18,Ottarathiri,MMR018008
 Naturalised Scrutiny Card (green),79,41,120,Ottarathiri,MMR018008
 National Registration Card (3-fold),305,366,671,Ottarathiri,MMR018008
 Religious card,149,10,159,Ottarathiri,MMR018008
 Temporary Registration Card (white),171,200,371,Ottarathiri,MMR018008
 Foreign Registration Card (FRC),2,1,3,Ottarathiri,MMR018008
 Foreign Passport,11,5,16,Ottarathiri,MMR018008
 None,7069,8100,15169,Ottarathiri,MMR018008
 Child under 10 years,8435,8178,16613,Ottarathiri,MMR018008
 Total,41309,40311,81620,Ottarathiri,MMR018008
 Citizenship Scrutiny Card (pink),35823,37112,72935,Pobbathiri,MMR018005
 Associate Scrutiny Card (blue),17,16,33,Pobbathiri,MMR018005
 Naturalised Scrutiny Card (green),85,52,137,Pobbathiri,MMR018005
